Land;Hochschule;Fakultät;Stiftungsprofessur;Stifter;Fördersumme pro Jahr;Fördersumme insgesamt;Laufzeit;Startpunkt;Quelle;Alternativname;Status
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;;Simulation und Ergonomie in der operativen Medizin;Leipziger Stiftung für Innovation und Technologietransfer;;;5 Jahre;2011;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Leipziger Stiftung für Innovation und Technologietransfer;;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Wavelabs (Leipzig);;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Siltectra (Dresden)  ;;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Smart Membranes (Halle);;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;PV Crystalox (Erfurt);;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Hanwha Q Cells (Bitterfeld);;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;SITEC Industrietechnologie (Chemnitz);;;5 Jahre;2014;;;
Sachsen;Hochschule für Technik, Wirtschaft und Kultur Leipzig;Maschinenbau und Energietechnik ;Mechanik von Werkstoffen der Photovoltaik;Innotec Solar (Halle);;;5 Jahre;2014;;;
Sachsen;Hochschule Zittau/Görlitz (FH);;Reaktor- und Anlagensicherheit;Vattenfall;;;10 Jahre;2006;;Vattenfall Europe Nuclear Energy GmbH;
Sachsen;Westsächsische Hochschule Zwickau;;Kfz.-Technik/Motorsport Engineering;ADAC Sachsen e. V.;;;5 Jahre;2011;;;
Sachsen;Hochschule Mittweida (University of Applied Sciences);;Hochrate Laserbearbeitung;Konsortium (15 Einzelfirmen);;;5 Jahre;2011;;;
Sachsen;Hochschule für Musik und Theater Leipzig;;Streicherkammermusik;Bundesministerium für Bildung und Forschung;;;4 Jahre;2012;;;
Sachsen;Hochschule für Grafik und Buchkunst Leipzig;;Kulturen des Kuratorischen;Stifterverband für die Deutsche Wissenschaft;k.A.;;5 Jahre;2009;;;
Sachsen;Hochschule für Grafik und Buchkunst Leipzig;;Kulturen des Kuratorischen;Deutscher Sparkassen- und Giroverband Berlin;;;;;;;
Schleswig-Holstein;FH Flensburg;;Medien;;;;4 Jahre;2015;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Allgemeiner Verband der Wirtschaft Norddeutschlands e.V.;;750000;5 Jahre;2008;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Zukunftsenergien AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Denker & Wulf AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Investitionsbank Schleswig-Holstein ;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;REpower Systems AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Vestas Deutschland GmbH;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergietechnik;Germanischer Lloyd AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Allgemeiner Verband der Wirtschaft Norddeutschlands e.V.;;750000;5 Jahre;2012;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Zukunftsenergien AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Denker & Wulf AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Investitionsbank Schleswig-Holstein ;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;REpower Systems AG;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Vestas Deutschland GmbH;;;;;;;
Schleswig-Holstein;FH Flensburg;Institut für Windenergietechnik;Windenergieforschung;Germanischer Lloyd AG;;;;;;;
Schleswig-Holstein;Universität Lübeck;;Entrepreneurship;IHK Lübeck;;;5 Jahre;2014;;;
Schleswig-Holstein;Universität Lübeck;;Entrepreneurship;Technikzentrum Lübeck;;;5 Jahre;2014;;;
Schleswig-Holstein;Universität Lübeck;nstitut für Neurogenetik;Bewegungsstörungen und Neuropsychiatrie bei Kindern und Erwachsenen;Possehl-Stiftung;;;;2013;;;
Schleswig-Holstein;Universität Lübeck;Institut für Arbeitsmedizin;Stiftungsprofessur für Arbeitsmedizin und Prävention;Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege (BGW);255000;;5 Jahre;2014;;;
Schleswig-Holstein;Universität Lübeck;Institut für Arbeitsmedizin;Stiftungsprofessur für Arbeitsmedizin und Prävention;Verwaltungsberufsgenossenschaft (VBG);255000;;5 Jahre;2014;;;
Schleswig-Holstein;Universität Lübeck;Institut für Arbeitsmedizin;Stiftungsprofessur für Arbeitsmedizin und Prävention;Berufsgenossenschaft Transport und Verkehrswirtschaft (BG Verkehr);255000;;5 Jahre;2014;;;
Schleswig-Holstein;Universität Lübeck;Institut für Arbeitsmedizin;Stiftungsprofessur für Arbeitsmedizin und Prävention;Unfallkasse Nord;255000;;5 Jahre;2014;;;
Schleswig-Holstein;FH Lübeck;;Augenoptik/ Optometrie;Fielmann AG;125000;;7 Jahre;2008;;;
Schleswig-Holstein;FH Lübeck;;FoodProcessing;Branchennetzwerk der Ernährungswirtschaft in Norddeutschland foodRegio;125000;;4 Jahre;2011;;;
Schleswig-Holstein;FH Lübeck;;FoodProcessing;Possehl-Stiftung;;;;;;;
Schleswig-Holstein;FH Lübeck;;Environmental Engineering;Possehl-Stiftung;125000;;2 Jahre;2014;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);Wirtschaftswissenschaften;Gastprofessur der Wirtschaftswissenschaften;Sanofi Aventis;;;unbegrenzt;2006;;Aventis Foundation;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);Wirtschaftswissenschaften;Gastprofessur der Wirtschaftswissenschaften;Deutsch-Französische Gesellschaft;;;unbegrenzt;2006;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);Didaktik der Biowissenschaften;Stiftungsprofessur Zootierbiologie/Opel-Zoo-Professur ;von Opel Hessischen Zoostiftung;100000;;5 Jahre;2014;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);Institute for Law and Finance;Commerzbank-Stiftungsprofessur für Wirtschaftsrecht;Commerzbank;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Geld-, Währungs- und Notenbankrecht;Stiftung Geld und Währung beim Stifterverband;;;;;http://www2.uni-frankfurt.de/44953572/stiftungsprofessuren;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Dresdner Bank Stiftungsprofessur für Wirtschaftsrecht/Law & Finace;Dresdner Bank;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Deutsche Telekom Stiftungsprofessur für BWL, insb. Mobile Business und Multilateral Security;Deutsche Telekom;;;;;;Deutsche Telekom AG;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Finanzen und ökonomie;Stiftung Geld und Währung beim Stifterverband;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Sitftungsprofessur für Volkswirtschaftslehre, insbes. Monetäre ökonomie;Stiftung Geld und Währung beim Stifterverband;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;House of Finance Stiftungslehrstuhl für Finance and Accounting - gefördert durch die Helaba;Helaba;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;House of Finance Stiftungslehrstuhl für Retail Banking - gefördert durch die DZ Bank Stiftung;DZ Bank;;;;;;DZ Bank Stiftung;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Detlef-Hübner-Stiftungsprofessur für Betriebswirtschaftslehre, insb. IT-basierte Logistik;Detlef Hübner Stiftung, Hofheim, Wallau;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;House of Finance Stiftungsprofessur für Sustainable Banking and Finance;DekaBank;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;UBS Stiftungsprofessur für Betriebswirtschaftslehre, insb. Management;UBS Deutschland AG;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;UBS Stiftungsprofessur für Finance, insb. Asset Pricing;UBS Deutschland AG;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Messe Frankfurt-Stiftungsprofessur für Internationale Wirtschaftspolitik;Messe Frankfurt;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Versicherungswesen, Versicherungsaufsicht und Versicherungsregulierung;Gesamtverband der Deutschen Versicherungswirtschaft e. V.;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsjuniorprofessur für E-Finance & Services Science;E-Finance Lab e.V;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;EUREX Juniorprofessur für Derivate - Assistant Professorship in Derivatives;Eurex Frankfurt AG;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Interdisziplinäre Alternswissenschaft;BHF-Bank-Stiftung;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;W2-Stiftungsprofessur für Islamische Religion;Anstalt für Religion Diyanet, Türkei;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Mobilitätsforschung;Rhein-Main-Verkehrsverbund GMBH;;;;;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Goethe-Leibniz-Oerlikon-Nachwuchsprofessur für Terahertz-Photonik;Oerlikon;87000;;5 Jahre;2009;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Goethe-Leibniz-Oerlikon-Nachwuchsprofessur für Terahertz-Photonik;Ferdinand-Braun-Institut ;87000;;5 Jahre;2009;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Anorganische und Analytische Chemie;City Solar AG;;4500000;10 Jahre;2007;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);;Stiftungsprofessur für Bienenkunde;Polytechnische Gesellschaft Frankfurt am Main;k.A.;;unbegrenzt;2008;;;
Hessen;Universität Frankfurt a.M. (ohne Klinikum);Institut für Molekulare Biowissenschaften;Merck-Stiftungsprofessur Molekulare Biotechnologi;Merck Group;;;;2008;;;
Hessen;Universität Frankfurt a.M. (Klinikum);Psychiatrie und Kinder- und Jugendpsychiatrie;Friedrich Merz-Stiftungsprofessur für Pharmazie und Humanmedizin;Friedrich Merz-Stiftung;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Stiftungsprofessur für prädiktive molekulare Marker in der gastroenterologischen Onkologie und Hepatologie;Roche;ca. 65.000;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Hertie-Stiftungslehrstuhl für Neuroonkologie;Hertie-Stiftung;;;;2008;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Deutsche José Carreras Leukämie-Stiftungsprofessur;Deutsche José Carreras Leukämie-Stiftung e.V.;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Stiftungsprofessur für regenerative Medizin;Stiftung Friedrichsheim;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Kerckhoff-Klinikprofessur Kardiologie;Stiftung William G. Kerckhoff Herz- und Rheumazentrum Bad Nauheim;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Stiftungsprofessur Interdisziplinäre Onkologie;Stiftung Hospital zum Heiligen Geist;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Stiftungsprofessur für experimentelle pädiatrische Onkologie und Hämatologie;Frankfurter Stiftung für krebskranke Kinder;;;;;;;
Hessen;Universität Frankfurt a.M. (Klinikum);;Johanna Quandt-Forschungsprofessur im Bereich der Grundlagenforschung der Lebenswissenschaften;Johanna Quandt;330000;;10 Jahre;2007;;;
Hessen;Universität Kassel;;Wirtschafts- und Unternehmensethik;Plansecur-Stiftung;;;3 Jahre;2010;;;
Hessen;Universität Kassel;Wirtschaftswissenschaften;Volkswirtschaftslehre mit Schwerpunkt dezentrale Energiewirtschaft;SMA Solar Technology AG;k.A.;;6 Jahre;2014;;;
Hessen;Universität Kassel;Politikwissenschaft;"Heisenberg-Professur ""Entwicklungspolitik und postkoloniale Studien""";Deutsche Forschungsgemeinschaft;k.A.;;3 Jahre;2014;;;
Hessen;Universität Kassel;Elektrotechnik/Informatik;"Heisenberg-Professur ""Theoretische Informatik/Formale Methoden""";Deutsche Forschungsgemeinschaft;k.A.;;3 Jahre;2013;;;
Hessen;Universität Kassel;Psychologie;Psychologie unternehmerischen Handelns;Wissenschafts-Stiftung Kleinkauf;k.A.;;3 Jahre;2014;;;
Hessen;Universität Kassel;;Kommunikations- und Medienmanagement;Siegfried Vögele Institut - Internationale Gesellschaft für Dialogmarketing GmbH (SVI);;;10 Jahre;2006;;;
Hessen;Universität Kassel;;Internationales Direktmarketing;Siegfried Vögele Institut - Internationale Gesellschaft für Dialogmarketing GmbH (SVI);;;10 Jahre;2006;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;B. Braun Melsungen AG;;;5 Jahre;2009;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;Kasseler Bank eG;;;;;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;Verlag Dierichs GmbH & Co. KG;;;;;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;RSE Planungsgesellschaft mbH;;;;;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;Technoform Caprano;;;;;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;Brunnhofer GmbH & Co. KG;;;;;;;
Hessen;Universität Kassel;;Personal- und Changemanagement;Kali und Salz AG;;;;;;;
Hessen;Universität Kassel;Geistes- und Kulturwissenschaften;Grimm-Professur;Sparkasse Kassel;;;unbegrenzt;1991;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;HüBNER GmbH;;;6 Jahre;2012;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Städtische Werke AG;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Glinicke GmbH;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Technoform Caprano;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Brunnhofer GmbH & Co. KG;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Strecker, Berger + Partner;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Hospitality Alliance AG;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Bärenreiter Verlag;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Angelika Bergmann;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Christiane Pietzcker;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Rohde Gruppe;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;B. Braun Melsungen AG;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Von Waitzische Beteiligungen GmbH;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Verlag Dierichs GmbH & Co. KG;;;;;;;
Hessen;Universität Kassel;;Werk und Wirkung der Brüder Grimm;Creditreform Kassel Dr. Schlegel GmbH;;;;;;;
Hessen;Hochschule Fresenius Idstein in München (Priv. FH);Energiemanagement;Süwag-Stiftungsprofessur für Energiemanagement (Standort Frankfurt);Süwag Energie AG;;450000;;2012;;;
Hessen;h_da - Hochschule Darmstadt (FH);;Gebäudesanierung - Schwerpunkt Gebäudeausbau und Gebäudegestaltung;Caparol-Gruppe, Knauf Gips KG;140.000 Euro;;5 Jahre;2008;;;
Hessen;TU Darmstadt;Material- und Geowissenschaften;Angewandte Geothermie im Fachbereich Material- und Geowissenschaften;NATURpur Institut für Klima- und Umweltschutz:;k.A.;;10 Jahre;2009;;;
Hessen;TU Darmstadt;Rechts- und Wirtschaftswissenschaften;Multimodalität und Logistiktechnologien;Deutsche Bahn;k.A.;;6 Jahre;2013;;;
Hessen;TU Darmstadt;Rechts- und Wirtschaftswissenschaften;Logistikplanung und Informationssysteme;Deutsche Bahn;k.A.;;6 Jahre;2013;;;
Hessen;TU Darmstadt;Bau- und Umweltingenieurwissenschaften;Bahnsysteme und Bahntechnik;Deutsche Bahn;k.A.;;unbefristet;;;Deutsche Bahn Regio;
Hessen;TU Darmstadt;;Lichttechnik;Audi;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Zizala Lichtsysteme;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Valeo;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Philips;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Osram;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Opel;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Odelo;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Automotive Lighting;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;BMW;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Daimler;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Koito Manufacturing;;;;;;;
Hessen;TU Darmstadt;;Lichttechnik;Hella;;;;;;;
Hessen;TU Darmstadt;Informatik;"Lichtenberg-Professur ""Ubiquitäre Wissensverarbeitung""";Volkswagen-Stiftung;k.A.;;8 Jahre;2008;;;
Hessen;TU Darmstadt;Informatik;IT-Sicherheit mit dem Schwerpunkt Security Engineering;Horst Görtz Stiftung;;;6 Jahre;2011;;;
Hessen;TU Darmstadt;;Cluster- und Wertschöpfungsmanagement;Hessen Metall;;;;;;;
Hessen;TU Darmstadt;;Mode und ästhetik;Wella Stiftung;;;;;;;
Hessen;TU Darmstadt;;Wissenschaft und Technik für Frieden und Sicherheit;Deutsche Stiftung Friedensforschung;;;;;;;
Hessen;TU Darmstadt;;Wissenschaft und Technik für Frieden und Sicherheit;Berghof-Stiftung für Konfliktforschung;;;;;;;
Hessen;TU Darmstadt;Architektur;Entwerfen und Nachhaltiges Bauen;Goldbeck;k.A.;;5 Jahre;2013;;;
Hessen;TU Darmstadt;;BWL Industrielles Management;Carlo und Karin Giersch-Stiftung;k.A.;;5 Jahre;2012;;;
Hessen;TU Darmstadt;;Informatik;Deutsche Forschungsgemeinschaft;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Interactive Design/Motions Design;Heinz und Gisela Friederichs Stiftung;;;unbefristet;2001;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Stadt Offenbach/Wirtschaftsförderung;;;4 Jahre;2010;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Dr. Marschner Stiftung;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Stadtwerke Offenbach Holding GmbH;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Projekt Hafen Offenbach;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;IHK Offenbach Wirtschaftsinitiative Rhein Main;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Energieversorgung Offenbach AG ;;;;;;;
Hessen;Hochschule für Gestaltung Offenbach;;Kreativität im urbanen Kontext;Mainova AG;;;;;;;
Hessen;Universität Gießen;;Hochschuldidaktik u. Evaluation;Bundesministerium für Bildung und Forschung;k.A.;;3 Jahre;2014;;;
Hessen;Universität Gießen;;diffuse parenchymal lung diseases;Deutsches Zentrum für Lungenforschung;k.A.;;5 Jahre;2014;;;
Hessen;Universität Gießen;;Molecular Pneumology;LOEWE;k.A.;;1 Jahr;2014;;;
Hessen;Universität Gießen;Plasma- und Raumfahrtphysik;DLR-Stiftungsprofessur für Raumfahrzeuge;Deutsches Zentrum für Luft- und Raumfahrt;;;;2013;;;
Hessen;Universität Gießen;;Allgemeine Psychologie;Deutsche Forschungsgemeinschaft;;;5 Jahre;2011;;;
Hessen;Universität Gießen;;Experimentelle Plasmadiagnostik;LOEWE;;;2 Jahre;2013;;;
Hessen;Universität Gießen;;Plasma- u. Raumfahrtphysik;LOEWE;;;2 Jahre;2013;;;
Hessen;Universität Gießen;;Rastertunnelmikroskope;LOEWE;;;2 Jahre;2013;;;
Hessen;Universität Gießen;;Schwerionenphysik;GSI;;;unbefristet;2012;;;
Hessen;Universität Gießen;;Theoretische Physik;GSI;;;8 Jahre;2007;;;
Hessen;Universität Gießen;;Experimentelle Kernstrukturphysik;GSI;;;unbefristet;2007;;;
Hessen;Universität Gießen;;Verhaltensökologie und ökophysiologie der Tiere;Deutsche Forschungsgemeinschaft;;;5 Jahre;2012;;;
Hessen;Universität Gießen;;Thermoelektrische Materialien;Deutsches Zentrum für Luft- und Raumfahrt;;;unbefristet;2012;;;
Hessen;Universität Gießen;;Lung Matrix Remodeling;Deutsche Forschungsgemeinschaft;;;7 Jahre;2010;;;
Hessen;Universität Gießen;;Molecular Mechanisms of Emphysema, Hypoxia and Lung Aging;Deutsche Forschungsgemeinschaft;;;10 Jahre;2007;;;
Hessen;Universität Gießen;;Pulmonary Pharmacotherapy;LOEWE;;;3 Jahre;2011;;;
Hessen;Universität Gießen;;Molekulare Andrologie;Deutsche Forschungsgemeinschaft;;;unbefristet;2010;;;
Hessen;Universität Gießen;;Internistische Rheumatologie, Osteologie und Physikalische Medizin;Kerckhoff-Stiftung;;;unbefristet;2011;;;
